user_id,user_hash,age_group,city_level,register_days,total_pay_amount,is_vip,prefer_categories,session_duration_mean,session_duration_sum,session_duration_count,browse_count_mean,browse_count_sum,click_count_mean,click_count_sum,like_count_mean,like_count_sum,comment_count_sum,share_count_sum,avg_session_duration,total_duration,active_days_window,total_browse,avg_browse,total_click,total_like,total_interaction,click_through_rate,like_rate,active_hour_mean,active_hour_std,sessions_7d,sessions_14d,decay_ratio,days_since_last_active,churn_label,is_churned_30d,is_new_user,pay_level
user_00050,20fb163d,35-44,新一线,715,297.23,True,"教育,体育,娱乐",1959.7857142857142,27437.0,14.0,29.357142857142858,411.0,7.571428571428571,106.0,2.7142857142857144,38.0,7.0,2.0,1959.7857142857142,27437.0,14.0,411.0,29.357142857142858,106.0,38.0,153.0,0.25790754257907544,0.3584905660377358,13.142857142857142,4.588566775687704,14.0,25.0,1.12,3.0,活跃,0,0,200-500
user_00051,744e9b2c,25-34,一线城市,511,84.48,False,"财经,美食,生活",2099.4,31491.0,15.0,25.866666666666667,388.0,6.0,90.0,1.9333333333333333,29.0,4.0,2.0,2099.4,31491.0,15.0,388.0,25.866666666666667,90.0,29.0,125.0,0.23195876288659795,0.32222222222222224,12.333333333333334,3.9761191895520196,15.0,21.0,1.4285714285714286,1.0,活跃,0,0,50-200
user_00052,3567fae3,25-34,三线及以下,263,0.0,False,"科技,财经,游戏",2121.0,4242.0,2.0,33.0,66.0,8.5,17.0,3.0,6.0,0.0,0.0,2121.0,4242.0,2.0,66.0,33.0,17.0,6.0,23.0,0.25757575757575757,0.35294117647058826,11.5,4.949747468305833,2.0,6.0,0.6666666666666666,0.0,活跃,0,0,0元
user_00053,3467ca5b,25-34,三线及以下,315,383.5,True,"旅游,游戏,生活,科技",1217.888888888889,10961.0,9.0,14.777777777777779,133.0,2.7777777777777777,25.0,0.4444444444444444,4.0,3.0,2.0,1217.888888888889,10961.0,9.0,133.0,14.777777777777779,25.0,4.0,34.0,0.18796992481203006,0.16,13.777777777777779,5.333333333333333,9.0,15.0,1.2,5.0,轻度沉睡,0,0,200-500
user_00054,68992fd7,18-24,三线及以下,212,509.3,True,"科技,娱乐,游戏,体育",2163.923076923077,28131.0,13.0,28.46153846153846,370.0,8.0,104.0,2.6153846153846154,34.0,1.0,4.0,2163.923076923077,28131.0,13.0,370.0,28.46153846153846,104.0,34.0,143.0,0.2810810810810811,0.3269230769230769,15.538461538461538,4.0128000327158215,13.0,28.0,0.9285714285714286,2.0,活跃,0,0,500+
user_00055,ab3579b6,35-44,新一线,650,479.38,True,"游戏,财经",1439.6666666666667,8638.0,6.0,32.0,192.0,6.833333333333333,41.0,2.1666666666666665,13.0,0.0,0.0,1439.6666666666667,8638.0,6.0,192.0,32.0,41.0,13.0,54.0,0.21354166666666666,0.3170731707317073,11.333333333333334,4.501851470969101,6.0,12.0,1.0,0.0,活跃,0,0,200-500
user_00056,96f3a5be,25-34,二线城市,31,0.0,False,"生活,游戏,娱乐",1809.6923076923076,23526.0,13.0,25.76923076923077,335.0,5.615384615384615,73.0,1.6923076923076923,22.0,3.0,2.0,1809.6923076923076,23526.0,13.0,335.0,25.76923076923077,73.0,22.0,100.0,0.21791044776119403,0.3013698630136986,17.153846153846153,4.758258677397189,13.0,23.0,1.1304347826086956,1.0,活跃,0,0,0元
user_00057,f3e2b6c5,55+,三线及以下,668,107.24,True,"娱乐,教育,旅游,生活",2397.6,11988.0,5.0,19.4,97.0,4.8,24.0,1.8,9.0,3.0,0.0,2397.6,11988.0,5.0,97.0,19.4,24.0,9.0,36.0,0.24742268041237114,0.375,16.4,5.029910535983717,5.0,24.0,0.4166666666666667,0.0,活跃,0,0,50-200
user_00058,b0b66abc,25-34,新一线,332,299.38,True,"财经,游戏,旅游",2004.0,10020.0,5.0,25.2,126.0,7.4,37.0,2.4,12.0,5.0,0.0,2004.0,10020.0,5.0,126.0,25.2,37.0,12.0,54.0,0.29365079365079366,0.32432432432432434,14.8,5.630275304103699,5.0,8.0,1.25,4.0,轻度沉睡,0,0,200-500
user_00059,0f32cfbc,35-44,三线及以下,660,492.66,True,"游戏,旅游,科技,体育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,深度流失,1,0,200-500
user_00060,83ec8706,25-34,新一线,623,56.25,False,"美食,时尚,旅游,生活",1448.2,7241.0,5.0,25.6,128.0,2.8,14.0,0.6,3.0,3.0,0.0,1448.2,7241.0,5.0,128.0,25.6,14.0,3.0,20.0,0.109375,0.21428571428571427,12.4,3.507135583350036,5.0,22.0,0.45454545454545453,1.0,活跃,0,0,50-200
user_00061,6fffa1be,18-24,新一线,203,144.3,True,"教育,旅游",1692.642857142857,23697.0,14.0,22.428571428571427,314.0,5.571428571428571,78.0,2.2142857142857144,31.0,14.0,3.0,1692.642857142857,23697.0,14.0,314.0,22.428571428571427,78.0,31.0,126.0,0.2484076433121019,0.3974358974358974,11.928571428571429,4.984040463385038,14.0,31.0,0.9032258064516129,0.0,活跃,0,0,50-200
user_00062,9c6d4ee9,35-44,二线城市,125,0.0,False,"教育,财经,旅游",1827.8125,29245.0,16.0,25.375,406.0,7.1875,115.0,2.375,38.0,14.0,4.0,1827.8125,29245.0,16.0,406.0,25.375,115.0,38.0,171.0,0.2832512315270936,0.33043478260869563,15.8125,5.682942313039376,16.0,24.0,1.3333333333333333,1.0,活跃,0,0,0元
user_00063,5da9bc7c,18-24,一线城市,516,0.0,False,"美食,游戏",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,深度流失,1,0,0元
user_00064,8f424c50,45-54,二线城市,423,443.76,True,"游戏,财经,体育,生活,时尚",2169.714285714286,15188.0,7.0,25.285714285714285,177.0,7.285714285714286,51.0,2.0,14.0,3.0,3.0,2169.714285714286,15188.0,7.0,177.0,25.285714285714285,51.0,14.0,71.0,0.288135593220339,0.27450980392156865,15.428571428571429,6.078847008469694,7.0,13.0,1.0769230769230769,0.0,活跃,0,0,200-500
user_00065,c0ab942e,18-24,三线及以下,139,606.87,True,"财经,体育,美食,科技,教育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,轻度沉睡,0,0,500+
user_00066,b734bea8,18-24,三线及以下,497,178.4,True,"美食,旅游,生活",2482.5,4965.0,2.0,23.5,47.0,6.0,12.0,2.0,4.0,0.0,0.0,2482.5,4965.0,2.0,47.0,23.5,12.0,4.0,16.0,0.2553191489361702,0.3333333333333333,14.5,4.949747468305833,2.0,15.0,0.26666666666666666,3.0,活跃,0,0,50-200
user_00067,e3c40b12,55+,三线及以下,657,501.06,True,"旅游,美食,体育,生活,财经",1454.7142857142858,10183.0,7.0,25.142857142857142,176.0,4.857142857142857,34.0,1.4285714285714286,10.0,1.0,0.0,1454.7142857142858,10183.0,7.0,176.0,25.142857142857142,34.0,10.0,45.0,0.19318181818181818,0.29411764705882354,13.0,5.597618541248888,7.0,14.0,1.0,1.0,活跃,0,0,500+
user_00068,8bbcff03,25-34,三线及以下,682,308.49,True,"旅游,美食,财经,体育",1471.5,8829.0,6.0,31.166666666666668,187.0,7.833333333333333,47.0,3.3333333333333335,20.0,6.0,0.0,1471.5,8829.0,6.0,187.0,31.166666666666668,47.0,20.0,73.0,0.25133689839572193,0.425531914893617,15.666666666666666,5.391351098441528,6.0,23.0,0.5217391304347826,1.0,活跃,0,0,200-500
user_00069,c3f26058,25-34,二线城市,270,6.46,False,"生活,时尚,娱乐,美食",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,深度流失,1,0,0-50
user_00070,b0740826,18-24,新一线,186,308.42,True,"娱乐,游戏,旅游",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,深度流失,1,0,200-500
user_00071,def862fd,25-34,新一线,93,661.41,True,"游戏,时尚,科技",2403.5,4807.0,2.0,32.0,64.0,5.0,10.0,1.5,3.0,2.0,0.0,2403.5,4807.0,2.0,64.0,32.0,10.0,3.0,15.0,0.15625,0.3,15.0,7.0710678118654755,2.0,3.0,1.3333333333333333,3.0,活跃,0,0,500+
user_00072,1ab03c78,45-54,三线及以下,419,189.25,True,"科技,生活,教育,游戏,财经",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,深度流失,1,0,50-200
