user_id,user_hash,age_group,city_level,register_days,total_pay_amount,is_vip,prefer_categories
user_00069,c3f26058,25-34,二线城市,270,6.46,False,"生活,时尚,娱乐,美食"
user_00070,b0740826,18-24,新一线,186,308.42,True,"娱乐,游戏,旅游"
user_00071,def862fd,25-34,新一线,93,661.41,True,"游戏,时尚,科技"
user_00072,1ab03c78,45-54,三线及以下,419,189.25,True,"科技,生活,教育,游戏,财经"
user_00073,d2298470,45-54,三线及以下,459,669.39,True,"美食,财经,教育"
user_00074,bbe4b6fa,25-34,一线城市,374,0.0,False,"体育,美食,时尚,教育,游戏"
user_00075,eb12130d,18-24,新一线,607,446.57,True,"娱乐,游戏"
user_00076,2dc0976d,18-24,新一线,81,226.11,True,"游戏,生活,财经,美食"
user_00077,3cda2b91,25-34,三线及以下,418,110.3,True,"游戏,教育,娱乐,财经"
user_00078,90b61cd1,18-24,二线城市,388,227.53,True,"娱乐,科技,旅游"
user_00079,5be5fa3f,55+,一线城市,50,0.0,False,"财经,体育,美食"
user_00080,a95e175b,35-44,二线城市,253,134.1,True,"教育,生活,体育,时尚,游戏"
user_00081,e5493917,55+,二线城市,197,307.13,True,"娱乐,科技,教育,美食"
user_00082,f70eba5c,35-44,三线及以下,436,643.37,True,"娱乐,财经,时尚"
user_00083,1438f264,35-44,新一线,644,44.52,False,"时尚,科技"
user_00084,13d782b4,25-34,新一线,409,0.0,False,"旅游,生活"
user_00085,05f4777f,18-24,新一线,531,49.47,False,"游戏,生活"
user_00086,4fc50d1e,35-44,三线及以下,186,474.62,True,"体育,旅游,教育,美食,游戏"
user_00087,f29f887b,35-44,新一线,636,298.63,True,"生活,财经,娱乐,体育"
user_00088,13fcaafc,45-54,新一线,505,41.07,False,"生活,科技,美食,游戏,体育"
user_00089,8de37669,18-24,新一线,294,353.98,True,"教育,时尚,科技,旅游"
user_00090,86120bb8,55+,一线城市,446,229.12,True,"旅游,财经,美食,生活,游戏"
user_00091,f3fb1f41,25-34,三线及以下,125,490.59,True,"财经,游戏,时尚,体育"
user_00092,f1600d34,35-44,新一线,596,0.0,False,"游戏,旅游,生活,体育"
user_00093,80b36fc7,35-44,新一线,287,101.7,True,"娱乐,财经,生活"
user_00094,8a23fdcc,18-24,二线城市,219,82.37,False,"财经,美食,教育"
user_00095,ea6cab0f,35-44,三线及以下,567,0.0,False,"娱乐,财经,教育,时尚"
user_00096,d1196540,25-34,新一线,576,288.84,True,"教育,科技,旅游"
user_00097,3db411f3,25-34,二线城市,159,278.32,True,"娱乐,科技,教育,财经,游戏"
user_00098,623b32a1,25-34,一线城市,82,201.53,True,"美食,娱乐,旅游,财经"
user_00099,e676f944,25-34,二线城市,84,129.62,True,"体育,教育,娱乐"
user_00100,0e8f3134,55+,一线城市,456,0.0,False,"旅游,游戏,美食"
user_00101,4eb0117d,45-54,新一线,632,73.81,False,"教育,科技,娱乐,游戏,美食"
user_00102,a816d964,35-44,新一线,113,97.19,False,"财经,体育,娱乐"
user_00103,b1ea034f,18-24,新一线,638,0.0,False,"教育,科技,财经,体育,生活"
user_00104,db3086b2,25-34,三线及以下,102,151.61,True,"教育,财经,游戏"
user_00105,a6d4cacd,18-24,新一线,182,321.22,True,"体育,娱乐,科技,旅游"
user_00106,dea8c789,35-44,二线城市,612,765.86,True,"美食,娱乐,时尚,生活"
user_00107,1a8e064e,25-34,新一线,308,252.37,True,"美食,娱乐,科技,财经,生活"
user_00108,7e997b89,25-34,新一线,123,277.27,True,"时尚,科技,教育"
user_00109,12e44f6f,25-34,三线及以下,209,177.67,True,"旅游,美食,教育,娱乐,时尚"
user_00110,c95952ac,25-34,三线及以下,123,0.0,False,"生活,游戏,时尚,体育,美食"
user_00111,d9900e1b,18-24,一线城市,451,192.05,True,"教育,游戏,科技,财经,美食"
user_00112,b817e7cc,25-34,新一线,443,218.07,True,"旅游,美食"
user_00113,c36d3e20,25-34,一线城市,400,938.97,True,"美食,科技,财经,体育,教育"
user_00114,b66a8712,18-24,新一线,526,142.29,True,"科技,财经"
user_00115,d161561e,35-44,新一线,44,290.46,True,"娱乐,财经,时尚,旅游,科技"
user_00116,5fc7a596,35-44,一线城市,328,189.59,True,"游戏,美食,旅游,娱乐"
user_00117,cdb5c653,25-34,一线城市,225,0.0,False,"娱乐,教育,游戏"
user_00118,34b724d0,25-34,三线及以下,303,542.85,True,"教育,时尚"
user_00119,3d2cf611,45-54,二线城市,705,425.58,True,"体育,美食,旅游,时尚,游戏"
user_00120,9cdc41d3,25-34,二线城市,496,437.31,True,"财经,时尚,游戏,娱乐"
user_00121,4b389233,45-54,新一线,355,0.0,False,"游戏,时尚,体育,财经,科技"
user_00122,26899514,18-24,三线及以下,369,620.84,True,"美食,娱乐"
user_00123,84c7c82f,25-34,新一线,177,0.0,False,"体育,娱乐,美食,游戏,时尚"
user_00124,c6c8ffe1,25-34,二线城市,695,376.06,True,"生活,旅游"
user_00125,96958d4b,25-34,新一线,529,857.14,True,"时尚,娱乐"
user_00126,9727422e,18-24,二线城市,324,0.0,False,"娱乐,游戏,时尚"
user_00127,27bac132,35-44,二线城市,132,30.11,False,"体育,教育,科技,美食,时尚"
user_00128,3fb3a93e,35-44,新一线,413,229.9,True,"体育,财经,游戏,教育,生活"
user_00129,92e966b0,35-44,一线城市,110,48.96,False,"时尚,财经,美食,教育,娱乐"
user_00130,b1b6af57,18-24,二线城市,500,0.0,False,"科技,美食,教育,生活"
user_00131,60fba045,25-34,一线城市,383,220.57,True,"游戏,教育,美食,时尚"
user_00132,2baf7e4b,25-34,三线及以下,524,0.0,False,"财经,游戏"
user_00133,cbda4b2f,25-34,二线城市,332,342.08,True,"游戏,教育"
user_00134,7d0730ab,18-24,三线及以下,80,0.0,False,"教育,财经,生活,娱乐,美食"
user_00135,90c1448f,18-24,新一线,705,664.98,True,"娱乐,科技,教育"
user_00136,e154e35b,35-44,一线城市,403,0.0,False,"娱乐,教育,生活"
user_00137,c5f216b8,35-44,一线城市,165,103.38,True,"旅游,时尚,教育,游戏"
user_00138,e94ceb31,18-24,三线及以下,523,444.06,True,"生活,娱乐,美食,科技"
user_00139,bae06ac7,18-24,三线及以下,720,0.0,False,"旅游,生活,娱乐,游戏,财经"
user_00140,676fff3f,18-24,二线城市,495,268.24,True,"教育,游戏,生活,科技"
user_00141,0028a931,35-44,新一线,664,592.14,True,"时尚,财经,娱乐,生活"
user_00142,ee92bb95,45-54,三线及以下,339,0.0,False,"娱乐,体育,科技,美食,旅游"
user_00143,35e96866,55+,一线城市,270,255.39,True,"游戏,美食,生活"
user_00144,62531404,35-44,二线城市,583,277.96,True,"时尚,体育,游戏,生活,科技"
user_00145,1e2d172d,45-54,二线城市,316,434.55,True,"生活,财经"
user_00146,453826a3,25-34,三线及以下,401,0.0,False,"生活,旅游"
user_00147,1e88a505,45-54,二线城市,92,0.0,False,"教育,财经,娱乐,游戏,旅游"
user_00148,60ea2272,18-24,新一线,684,356.58,True,"科技,生活"
user_00149,62aa0b4d,18-24,一线城市,608,289.1,True,"娱乐,旅游,财经"
user_00150,5a353fb8,25-34,三线及以下,268,275.15,True,"体育,科技,教育,游戏"
user_00151,68b31941,55+,三线及以下,583,303.93,True,"体育,娱乐,科技,旅游"
user_00152,9580622a,18-24,三线及以下,273,0.0,False,"科技,体育,教育,时尚"
user_00153,ff2214da,18-24,新一线,146,269.68,True,"美食,时尚"
user_00154,fe2953b3,35-44,二线城市,141,287.92,True,"旅游,财经,科技,生活,游戏"
user_00155,34532659,25-34,新一线,61,0.0,False,"美食,游戏"
user_00156,57fba6d5,25-34,一线城市,484,759.73,True,"娱乐,生活"
user_00157,9903a72d,35-44,一线城市,311,342.15,True,"游戏,旅游,教育,财经"
user_00158,53d39123,25-34,新一线,147,0.0,False,"游戏,美食,财经"
user_00159,798b070d,25-34,三线及以下,438,396.97,True,"娱乐,生活,游戏,体育,旅游"
user_00160,e68a57d5,25-34,三线及以下,515,0.0,False,"娱乐,时尚"
user_00161,30794b25,18-24,一线城市,411,436.13,True,"旅游,科技,生活"
user_00162,ceb4eeff,35-44,新一线,711,547.58,True,"科技,教育,旅游,体育,时尚"
user_00163,10ae098e,25-34,新一线,702,0.0,False,"财经,娱乐,生活,游戏,教育"
user_00164,40e9f10a,25-34,三线及以下,617,489.01,True,"游戏,旅游,科技"
user_00165,6e9ca54f,35-44,二线城市,303,323.83,True,"体育,教育"
user_00166,2aef283b,35-44,新一线,377,446.62,True,"科技,体育,旅游,教育"
user_00167,9e347352,35-44,一线城市,678,769.04,True,"娱乐,旅游"
user_00168,84db58ba,18-24,新一线,379,126.38,True,"生活,教育,时尚"
user_00169,cd76969e,35-44,二线城市,116,0.0,False,"体育,时尚"
user_00170,8d92f30e,35-44,一线城市,113,0.0,False,"美食,游戏,时尚,教育"
user_00171,aa0cfb1f,25-34,新一线,554,0.0,False,"生活,游戏"
user_00172,ad5462dd,18-24,二线城市,637,176.87,True,"旅游,教育,科技,娱乐,财经"
user_00173,51962e8b,55+,一线城市,239,302.35,True,"财经,体育,教育,旅游"
user_00174,9011c7bd,25-34,一线城市,470,283.01,True,"体育,游戏,财经"
user_00175,debbaad3,25-34,三线及以下,392,448.15,True,"游戏,科技"
user_00176,39449eba,25-34,新一线,109,203.9,True,"时尚,游戏,旅游,生活"
user_00177,9b86c6d5,35-44,新一线,444,636.06,True,"生活,体育"
user_00178,7e861d8a,45-54,二线城市,400,120.6,True,"游戏,娱乐"
user_00179,4acede8c,18-24,二线城市,566,1016.05,True,"游戏,教育"
user_00180,b1c97f41,35-44,新一线,202,387.7,True,"旅游,娱乐"
user_00181,1ee74ca5,25-34,一线城市,387,0.0,False,"体育,财经,娱乐,美食"
user_00182,963a34e5,25-34,一线城市,186,0.0,False,"体育,美食"
user_00183,3355c513,25-34,二线城市,623,344.74,True,"时尚,生活,旅游,娱乐,财经"
user_00184,fecbfebc,18-24,新一线,340,132.96,True,"时尚,科技,生活,教育"
user_00185,d073c11f,18-24,新一线,68,414.2,True,"生活,教育"
user_00186,975a196b,18-24,三线及以下,122,341.97,True,"美食,旅游,科技,财经,教育"
user_00187,26912c7c,35-44,新一线,517,178.15,True,"科技,美食,娱乐"
user_00188,8e9208e8,45-54,三线及以下,116,0.0,False,"科技,财经,美食"
user_00189,e461489d,55+,二线城市,654,0.0,False,"生活,时尚,教育"
user_00190,139d52f8,25-34,三线及以下,642,66.05,False,"生活,娱乐"
user_00191,da77f1ad,25-34,二线城市,425,456.92,True,"教育,体育,生活,科技"
user_00192,f5186fd8,25-34,一线城市,388,264.23,True,"游戏,体育,娱乐,旅游"
user_00193,334fe928,25-34,二线城市,366,0.0,False,"旅游,娱乐,游戏"
user_00194,cec7cae7,25-34,一线城市,346,251.95,True,"财经,生活,美食"
user_00195,a7c1265c,18-24,三线及以下,188,315.6,True,"教育,娱乐"
user_00196,0df8523e,25-34,二线城市,569,0.0,False,"生活,体育"
user_00197,be2625de,25-34,一线城市,215,246.12,True,"美食,科技,游戏"
user_00198,2fa753e3,25-34,二线城市,484,217.46,True,"美食,财经,旅游,体育"
user_00199,0b88be42,55+,三线及以下,228,0.0,False,"时尚,美食,旅游,游戏"
user_00200,dea080a0,25-34,新一线,570,307.34,True,"体育,财经,时尚,游戏,美食"
user_00201,cbfbfdef,18-24,新一线,410,368.24,True,"旅游,娱乐"
user_00202,48670813,25-34,三线及以下,309,524.92,True,"旅游,体育,游戏,科技,娱乐"
user_00203,5bf9f027,45-54,三线及以下,57,516.14,True,"科技,游戏,生活,娱乐,财经"
user_00204,164d1d52,55+,新一线,58,0.0,False,"娱乐,生活,体育,时尚"
user_00205,8f36ec6c,18-24,三线及以下,513,0.0,False,"美食,时尚,科技"
user_00206,f83919a8,45-54,一线城市,250,354.51,True,"旅游,时尚,游戏"
user_00207,02de6527,18-24,新一线,338,354.14,True,"科技,财经"
user_00208,ca36378d,25-34,三线及以下,498,354.51,True,"娱乐,美食"
user_00209,8f0a7386,25-34,一线城市,557,1355.82,True,"体育,教育,游戏"
user_00210,4637cac7,18-24,新一线,614,371.27,True,"体育,娱乐,生活,科技,教育"
user_00211,32c8ceea,25-34,三线及以下,549,540.67,True,"游戏,美食"
user_00212,63540177,18-24,新一线,412,486.2,True,"科技,生活,娱乐,体育"
user_00213,1783de30,18-24,二线城市,136,395.42,True,"体育,科技,生活,教育"
user_00214,e7bfaba5,25-34,二线城市,505,105.42,True,"体育,时尚,娱乐,生活,财经"
user_00215,6d67fe51,18-24,新一线,234,427.69,True,"生活,教育"
user_00216,98c6ba1c,25-34,三线及以下,586,0.0,False,"教育,科技,财经,体育,游戏"
user_00217,31c799ca,45-54,一线城市,701,128.95,True,"教育,娱乐,生活,财经"
user_00218,aa532ae6,45-54,二线城市,425,54.39,False,"体育,美食,旅游,时尚"
user_00219,b884ac61,55+,二线城市,114,224.56,True,"娱乐,游戏,体育,教育,美食"
user_00220,c86a4315,25-34,一线城市,706,894.4,True,"教育,美食,游戏,娱乐"
user_00221,c762353c,35-44,新一线,73,0.0,False,"时尚,游戏,教育,生活"
user_00222,88c50657,55+,三线及以下,106,405.88,True,"生活,旅游,体育,科技,娱乐"
user_00223,cd22caf7,45-54,二线城市,478,0.0,False,"体育,娱乐"
user_00224,e5a56154,18-24,二线城市,400,58.42,False,"时尚,科技,体育,生活,财经"
user_00225,20d76cc7,55+,新一线,108,526.69,True,"旅游,生活,游戏"
user_00226,623c28a8,25-34,新一线,146,219.28,True,"体育,美食"
user_00227,afffa37d,25-34,三线及以下,150,0.0,False,"教育,美食,财经,时尚"
user_00228,3040ee7d,25-34,三线及以下,532,0.0,False,"娱乐,体育,时尚"
user_00229,9d33c020,25-34,三线及以下,485,403.88,True,"生活,时尚"
user_00230,5a7d8683,35-44,二线城市,327,0.0,False,"体育,时尚,生活,教育"
user_00231,25d04108,18-24,三线及以下,172,264.94,True,"美食,科技,生活"
user_00232,525d6945,25-34,新一线,594,213.67,True,"时尚,娱乐,旅游"
user_00233,7467ec5e,25-34,三线及以下,520,4.52,False,"游戏,娱乐,体育,美食,生活"
user_00234,b77aef27,18-24,新一线,559,843.18,True,"体育,旅游,时尚,游戏"
user_00235,2dd1cbd4,55+,新一线,86,390.18,True,"旅游,体育"
user_00236,8ccb94ac,25-34,一线城市,260,0.0,False,"旅游,教育,娱乐,体育"
user_00237,97654092,18-24,三线及以下,311,255.94,True,"教育,旅游,娱乐"
user_00238,822491ef,25-34,一线城市,624,1.46,False,"体育,生活,科技"
user_00239,554e2568,45-54,一线城市,76,455.73,True,"财经,游戏,科技,时尚"
user_00240,3393adad,45-54,二线城市,687,0.0,False,"美食,财经,游戏,体育"
user_00241,ea02cb9f,25-34,二线城市,191,165.58,True,"游戏,美食,旅游,娱乐,体育"
user_00242,a1caca0f,35-44,新一线,356,351.5,True,"游戏,体育,生活,教育"
user_00243,099369e3,25-34,新一线,507,459.73,True,"教育,美食"
user_00244,2feafbd6,18-24,一线城市,327,0.0,False,"时尚,游戏,财经,旅游,娱乐"
user_00245,159d64e7,45-54,三线及以下,350,99.65,False,"体育,美食,旅游"
user_00246,db9851c7,25-34,新一线,53,57.52,False,"游戏,旅游"
user_00247,496eea2d,25-34,新一线,627,4.0,False,"科技,时尚,教育,财经"
user_00248,e2813480,25-34,三线及以下,718,729.64,True,"教育,旅游,科技,游戏,美食"
user_00249,a4b7c06c,25-34,三线及以下,404,321.49,True,"生活,科技,游戏,旅游,教育"
user_00250,1230f9d3,25-34,新一线,325,0.0,False,"游戏,旅游"
user_00251,926cfe8c,25-34,二线城市,668,475.36,True,"体育,娱乐"
user_00252,7528cc07,25-34,三线及以下,377,836.65,True,"体育,财经,游戏,教育"
user_00253,2b98801a,18-24,一线城市,371,509.74,True,"旅游,美食,体育,教育,游戏"
user_00254,599cb3ae,18-24,三线及以下,356,0.0,False,"游戏,教育,生活"
user_00255,5ea89551,25-34,二线城市,531,54.73,False,"美食,科技,生活,体育"
user_00256,a86d92d5,35-44,三线及以下,627,580.07,True,"科技,美食,教育,生活"
user_00257,2bd9caa9,35-44,三线及以下,621,0.0,False,"科技,美食,体育"
user_00258,bcd5251e,25-34,二线城市,419,333.15,True,"财经,科技,娱乐"
user_00259,942f24ca,18-24,新一线,458,432.39,True,"游戏,财经,时尚"
user_00260,9008d0eb,25-34,二线城市,512,0.0,False,"体育,旅游"
user_00261,c6a82d97,18-24,新一线,708,182.14,True,"旅游,游戏,生活,娱乐,财经"
user_00262,a26f1c8b,45-54,新一线,392,0.0,False,"时尚,美食,财经,娱乐"
user_00263,b12d6c85,25-34,新一线,334,0.0,False,"财经,美食,生活,时尚"
user_00264,c33a525f,25-34,三线及以下,310,124.23,True,"娱乐,旅游,游戏,财经"
user_00265,3fb77c8c,45-54,三线及以下,179,0.0,False,"科技,教育,娱乐,体育"
user_00266,cebce956,55+,二线城市,520,689.72,True,"财经,旅游,教育"
user_00267,e7dabb85,55+,二线城市,170,0.0,False,"时尚,财经"
user_00268,9c73fde4,18-24,二线城市,573,67.99,False,"财经,科技,娱乐"
user_00269,af39c882,25-34,二线城市,132,239.22,True,"科技,旅游,体育"
user_00270,05399fb0,25-34,三线及以下,517,632.38,True,"财经,教育,生活,体育,美食"
user_00271,ec884765,18-24,三线及以下,697,0.0,False,"旅游,科技,体育"
user_00272,005e339f,25-34,三线及以下,67,548.95,True,"美食,体育,教育,科技,游戏"
user_00273,99335d2d,25-34,二线城市,373,203.07,True,"美食,旅游,时尚,娱乐"
user_00274,9f31a4e3,45-54,新一线,227,0.0,False,"生活,体育"
user_00275,49c490c1,35-44,二线城市,220,338.63,True,"生活,教育"
user_00276,80a5d5bd,25-34,三线及以下,209,259.72,True,"游戏,旅游,生活,科技,财经"
user_00277,48930f10,35-44,一线城市,173,19.93,False,"生活,财经,科技,体育,旅游"
user_00278,ee3db06b,18-24,三线及以下,367,220.94,True,"时尚,科技,教育,生活"
user_00279,ec4111d4,25-34,新一线,713,84.41,False,"美食,教育"
user_00280,58bc484d,18-24,二线城市,348,234.06,True,"教育,生活"
user_00281,22ba1f12,35-44,新一线,166,398.64,True,"体育,美食,生活,财经,旅游"
user_00282,0210172a,25-34,新一线,580,675.81,True,"财经,娱乐,美食"
user_00283,0fc39338,25-34,新一线,607,0.0,False,"科技,旅游"
user_00284,1e6a9d00,45-54,新一线,579,839.91,True,"体育,生活,美食"
user_00285,ee4803eb,18-24,新一线,627,0.0,False,"娱乐,旅游,美食,游戏,科技"
user_00286,d92ec5fa,25-34,二线城市,497,154.46,True,"旅游,美食"
user_00287,8d976882,35-44,新一线,52,376.5,True,"教育,科技,财经,时尚,旅游"
user_00288,c49c7c6c,18-24,新一线,95,284.3,True,"娱乐,美食"
user_00289,d698fd89,18-24,新一线,168,13.19,False,"生活,游戏,美食,旅游,财经"
user_00290,e02cbfc3,25-34,二线城市,707,137.56,True,"生活,娱乐,体育"
user_00291,97d8d427,55+,新一线,160,52.1,False,"科技,时尚,教育"
user_00292,178bb106,25-34,二线城市,464,23.19,False,"财经,时尚,美食,体育,娱乐"
user_00293,4be207f6,25-34,三线及以下,145,454.88,True,"游戏,科技"
user_00294,f95ab78c,18-24,一线城市,638,307.1,True,"美食,科技"
user_00295,68bd1498,18-24,一线城市,479,0.0,False,"旅游,财经,科技"
user_00296,e8b428c5,18-24,三线及以下,269,469.88,True,"时尚,生活,财经,体育"
user_00297,25a25989,45-54,三线及以下,563,292.19,True,"游戏,教育,旅游"
user_00298,7eaf69ca,18-24,三线及以下,209,443.86,True,"旅游,美食,科技,体育,生活"
user_00299,fd86efd7,35-44,三线及以下,356,388.89,True,"游戏,体育,教育,财经,娱乐"
user_00300,e8589aed,35-44,新一线,260,0.0,False,"体育,美食,科技,教育"
user_00301,7e67afce,25-34,新一线,572,31.95,False,"游戏,财经,教育"
user_00302,efd9815b,18-24,二线城市,490,424.19,True,"娱乐,旅游,财经,科技"
user_00303,6ffc70da,25-34,二线城市,647,383.11,True,"娱乐,财经"
user_00304,bcb12d1b,45-54,二线城市,717,193.73,True,"美食,财经,生活"
user_00305,f9eeb536,25-34,三线及以下,246,235.2,True,"娱乐,美食,财经"
user_00306,071fdf04,35-44,二线城市,436,583.3,True,"旅游,生活,教育"
user_00307,682d262a,25-34,二线城市,397,22.53,False,"教育,生活,美食,财经"
user_00308,f1c456a1,18-24,三线及以下,510,364.13,True,"财经,生活,旅游,时尚"
user_00309,26db14ce,18-24,三线及以下,179,139.34,True,"教育,旅游"
user_00310,899a5663,55+,二线城市,457,134.7,True,"体育,财经,生活,娱乐"
user_00311,972b599f,25-34,三线及以下,541,529.63,True,"教育,美食,旅游,财经"
user_00312,b982430d,18-24,三线及以下,203,447.62,True,"旅游,美食,体育"
user_00313,5df6e977,45-54,二线城市,687,444.05,True,"旅游,科技"
user_00314,94655148,45-54,一线城市,714,591.64,True,"科技,游戏"
user_00315,513dcd2f,18-24,二线城市,99,206.3,True,"科技,财经,美食"
user_00316,2bcd758a,25-34,二线城市,712,404.59,True,"美食,科技,旅游,教育,游戏"
user_00317,a0687404,25-34,一线城市,311,106.92,True,"科技,旅游,游戏,美食"
user_00318,303391f7,55+,一线城市,128,297.25,True,"财经,时尚,教育"
user_00319,78420bc5,45-54,新一线,436,160.96,True,"生活,游戏"
user_00320,b883f461,25-34,新一线,261,229.1,True,"娱乐,科技,时尚,财经"
user_00321,147fdf66,25-34,二线城市,87,378.55,True,"体育,娱乐"
user_00322,fee82f3e,25-34,新一线,369,0.0,False,"旅游,科技"
user_00323,62920ed0,18-24,三线及以下,610,827.72,True,"教育,科技,娱乐,生活,体育"
user_00324,82437305,45-54,二线城市,63,0.0,False,"生活,科技,财经"
user_00325,30c9c8c8,25-34,三线及以下,437,0.0,False,"教育,体育"
user_00326,b93e1789,25-34,二线城市,428,547.43,True,"游戏,体育,娱乐,教育"
user_00327,b148d002,35-44,新一线,130,437.5,True,"财经,娱乐,生活,教育,游戏"
